metal	UsedFor	do research
paris	HasPrerequisite	city
music	PartOf	form of art
most person	HasProperty	cabinet
most person	HasProperty	write something on paper
car	IsA	headlight
girl	IsA	restaurant
bicycle	AtLocation	form of transportation
nose	AtLocation	on water
have physical exam	IsA	food at grocery store
propose to woman	MotivatedByGoal	door
have sex	HasSubevent	laughter
house	HasA	drive nail
pig	NotCapableOf	get wet
clothe	Desires	drawer
sushi	HasA	raw fish
sock	HasA	drawer
student	CapableOf	eat mouse
eat breakfast	HasPrerequisite	sky
apple	AtLocation	good for you
roof tile	UsedFor	wash yourself
corn	HasPrerequisite	food
glass	HasProperty	go to museum
poodle	IsA	build
go to party	UsedFor	hold towel
be tire	HasPrerequisite	learn program language
pineapple	CreatedBy	composer
sock	AtLocation	post office
glass	CapableOf	direct traffic
something	HasProperty	recyclable
twenty four hour	IsA	meat
sofa	HasSubevent	sit on
pulpit	HasPrerequisite	go to museum
go for haircut	HasPrerequisite	sleep
knife	AtLocation	spread peanut butter
classroom	IsA	play
stop your car	AtLocation	carpet
clerk	CapableOf	state
bunsen burner	Causes	chemistry lab
gather energy for tomorrow	AtLocation	race track
rope	AtLocation	animal
police officer	CapableOf	sore throat
dog	HasProperty	have some fun
golden retriever	HasSubevent	learn
bridge	UsedFor	stock shelve
literature	HasA	claw
puck	AtLocation	hear
fan	AtLocation	mail box
grocer	CapableOf	animal
person	HasPrerequisite	shoulder burden
someone	HasPrerequisite	turn on tv
salt	HasSubevent	fall down
bell	AtLocation	bookshelf
reproduce	PartOf	find mate
book	PartOf	backpack
your neighbor	AtLocation	theater
have nervous breakdown	HasSubevent	keep your shoe on
get some money from someone	AtLocation	ask
deaf person	UsedFor	hear
floor	UsedFor	learn something
woman	CapableOf	freeway
go for swim	UsedFor	drown
actor	CapableOf	movie
match	PartOf	light fire
most pizza	HasPrerequisite	go to toilet
tank	HasSubevent	use in war
car	CapableOf	north of unite state
nurse	CapableOf	search
detective	UsedFor	tail suspect
compete	UsedFor	prevent pregnancy
grain of sand	HasProperty	glass
visit other country	Causes	boredom
visitor	AtLocation	ring doorbell
your neighbor	AtLocation	drawer
gideon bible	AtLocation	play game
towel bar	UsedFor	tree
some plastic	AtLocation	recycle
passenger	Causes	board train
sock	HasPrerequisite	thread needle
think	Causes	brain
dolphin	AtLocation	store
typewriter	Causes	type letter
rack	HasA	oven
roof tile	HasProperty	fun
fire engine	UsedFor	red
tenor	IsA	canine
watch television show	Desires	turn on tv
go to hairdresser	CapableOf	get haircut
something	HasSubevent	sea
something	AtLocation	see animal
soda	CapableOf	drink
key	UsedFor	eat spanish food
car	IsA	useful tool
black hole	HasSubevent	eat popcorn
human	HasPrerequisite	snow
two person	UsedFor	sex
chat with friend	Causes	sweat
vintner	CapableOf	settle lawsuit
wake up	IsA	feel
do housework	AtLocation	shop
bowl	CapableOf	guard your house
dog	HasSubevent	fall asleep
plane	AtLocation	crash
canada	HasProperty	pet
relax	Causes	lake
banjo	AtLocation	string instrument
guitare	AtLocation	instrument
plane	HasSubevent	eat
snore	HasSubevent	be laugh
chop firewood	HasPrerequisite	park
play frisbee	HasPrerequisite	catch frisbee
stop your car	HasPrerequisite	window
bathe	UsedFor	be clean
rabbit	IsA	another word for rock
play	IsA	american pastime
librarian	IsA	hat
cup	MadeOf	leather
rubber duck	HasA	yellow
have food	HasProperty	cute
drink	IsA	hat
play ball	HasSubevent	perfect sphere
light fire	IsA	gun
paper	HasPrerequisite	sleep
child	HasPrerequisite	see doctor
plane	IsA	arrive at airport
drink	HasPrerequisite	go to bed early
make friend	HasPrerequisite	fruit
person	IsA	laugh
bottle	IsA	state
commit perjury	IsA	instrument
reproduce	Causes	post office
house	IsA	vegetable
play basketball	AtLocation	dribble
camper	IsA	sleep in tent
hear news	HasPrerequisite	keep your shoe on
hill	HasSubevent	climb
play sport	UsedFor	style hair
turtle	HasPrerequisite	live long time
tie your shoelace	UsedFor	smart
paint house	HasPrerequisite	school
spider	CapableOf	wear dress
president	CapableOf	sleep in tent
piggy bank	UsedFor	die
think	IsA	solve problem
watch television	MadeOf	turn television on
paper	UsedFor	sleep on
classroom	HasPrerequisite	go to store
towel rack	NotCapableOf	hold towel
rifle	UsedFor	live in
lawyer	CapableOf	carry person
fork	AtLocation	eat food
egg	HasProperty	supermarket
sun	AtLocation	win
knife	AtLocation	opera
audience	PartOf	theatre
human	HasSubevent	church
staple	RelatedTo	stapler
motherboard	AtLocation	purse
trash	AtLocation	fun
city	AtLocation	science
wake up	AtLocation	supermarket
science	UsedFor	university
reproduce	AtLocation	bedroom
foot	AtLocation	gun
cavity	AtLocation	buy ticket
golden retriever	AtLocation	museum
person	Desires	supermarket
book	HasProperty	writer
xylophone	IsA	hold liquid
dog	UsedFor	sweep
knife	UsedFor	metal
english	IsA	wear on foot
pass course	HasProperty	sour
trigger	CapableOf	gun
closet	UsedFor	play baseball
money	AtLocation	kitchen
oil	HasProperty	imagine
cup	ReceivesAction	drink
tree	AtLocation	school
think	MadeOf	wood
restaurant	IsA	city
pea	IsA	sport
child	HasA	play
door	PartOf	game
pot	UsedFor	good
someone	HasProperty	heavy
bed	PartOf	hand
night	MadeOf	coffee bean
paper	HasProperty	buy ticket
fish	IsA	object in court
person	MadeOf	denim
jack	HasProperty	edible
hawk	IsA	machine
pilot	IsA	fly helicopter
someone	IsA	game
jupiter	AtLocation	planet
lake	IsA	earth
spider	IsA	sky
whale	UsedFor	mammal
beaver	IsA	bathroom
glass	IsA	bird
crow	IsA	cut wood
hawk	IsA	useful tool
human	IsA	bird
perl	IsA	store liquid
c	IsA	sew
bird	AtLocation	sing
sex	Causes	put thing on
fish	AtLocation	you be very tire
dog	UsedFor	chew on bone
dog	HasPrerequisite	sweat
sex	IsA	carnivore
bill	HasPrerequisite	have money
twenty four hour	NotHasProperty	day
phone	UsedFor	your desk
atheist	NotCapableOf	city
dog	UsedFor	hold tissue
golden retriever	AtLocation	city
feather	HasPrerequisite	bird
football	UsedFor	dig hole
soap	UsedFor	bird
apple	HasPrerequisite	good to eat
eat breakfast in bed	UsedFor	watch tv
commit to memory	HasSubevent	sail boat
pillow case	HasPrerequisite	study
unix	IsA	sharp
unix	AtLocation	system
write term paper	PartOf	research
pool	ReceivesAction	propel by wind
compete	DefinedAs	baby cat
pray	HasPrerequisite	kneel down
shop	HasPrerequisite	dry grape
kill	HasProperty	land plane
bottle	UsedFor	jail
sleep	HasPrerequisite	dig hole
music	HasProperty	fly helicopter
usenet newsgroup	HasProperty	different
water	AtLocation	your mouth
plate	AtLocation	theater
snow	HasPrerequisite	drink alcohol
sail	HasProperty	city
boy	IsA	book
beer	CapableOf	alcoholic beverage
study	UsedFor	concentration
net	IsA	place
fart	CapableOf	bad smell
sink	Causes	lung cancer
cat	HasPrerequisite	enter competition
person	AtLocation	roof
toothbrush	UsedFor	study
go to performance	HasPrerequisite	your desk
create idea	AtLocation	think
surprise someone	HasPrerequisite	red
lock	HasSubevent	talk to them
take phone call	CapableOf	pick up phone
reach tentative agreement	HasPrerequisite	airport
wheel	HasSubevent	you feel guilty
key chain	ReceivesAction	keep key together
go to bed	AtLocation	desk
pea	IsA	eat
compete	HasSubevent	kill
submarine	CapableOf	zoo
watch even news	AtLocation	turn on television
disco	HasSubevent	have fun
have bath	HasPrerequisite	get out of heat
apple	AtLocation	denim
have rest	IsA	person
drive	HasSubevent	learn
restaurant	UsedFor	activity
chess board	UsedFor	64 square
school	AtLocation	cry loud
cavity	HasSubevent	laugh
have bath	AtLocation	get wet
play sport	AtLocation	airport
paint picture	HasSubevent	composer
relax	HasSubevent	vegetable
surprise someone	AtLocation	jar
baby	CapableOf	think
strike match	Causes	settle lawsuit
banker	CapableOf	kitchen
bury cat	CapableOf	dig hole
pheasant	HasPrerequisite	work
twenty-four hour	AtLocation	stock shelve
person	UsedFor	board plane
beanie	AtLocation	basement
girl	UsedFor	competition
stair	UsedFor	see animal
blanket	UsedFor	park car
terrorist	CapableOf	cupboard
wood	AtLocation	fence in property
pool	UsedFor	get car
play game	HasPrerequisite	leave
person	HasA	web foot
play basketball	AtLocation	score point
java	CapableOf	roll down hill
stethoscope	HasPrerequisite	doctor
make patchwork quilt	HasSubevent	ask for it
pheasant	AtLocation	tree
sushi	HasA	green leave
person	HasPrerequisite	have money
tire	UsedFor	cover body
spanish	IsA	sleep
